,Text,Language
2181,hiпvooç ôòjnвhuzpmñdïelen bжschikbaår çm vмndaliōιã teеgгstróldъn en bijvщorbeelщæmiюbçuiö šan sεkpojaccounés йpßoe sporeã,Dutch
2182,olzichtbгδrìãandaaiàme мn hoaюei buijkenоñchterãhardkekåqğšr teôzijn,Dutch
2183,dbnrxsébthele wijzsêingen bãpɪшkáe рφglaаingengofчwijúiginœ ɪan íe opeaap kпπ eeцъheól aniere wиndingрaan îчэ arsiцeœйworäen gegeveф,Dutch
2184,еαkɨɛanliemandkper ongeluk fɪbtievɪрinformvtšь toevxамen,Dutch
2185,wanneer niemand doorheeft dat de informatie onjuist is kan die maandenlang op wikipedia blijven staan,Dutch
2186,zo zijn er gevallen bekend van artikelen over nietbestaande personen waar wel maandenlang een artikel over bestond,Dutch
2187,artikelen op wikipedia scoren over het algemeen hoog in de zoekmachines,Dutch
2188,diãxheфftvвœsunevenàюшectwdat ook eventιele foutieve ògformåtie zicпъвandæ wikipïdеaαseeəəкveк heεауnterneз kaл veñspíeideà,Dutch
2189,wikipedia wordt bewerkt door vrijwilligers en heeft een open structuur,Dutch
2190,in principe kan iedereen daardoor meewerken aan de encyclopedie,Dutch
2191,in de praktijk blijkt er echter geen sprake van een volledige afspiegeling van de maatschappij,Dutch
2192,zo komt uit onderzoek van de wikimedia foundation naar enkele kenmerken van bewerkers van wikipedia naar voren dat de meerderheid van de bewerkers mannelijk is en geen partner en kinderen heeft,Dutch
2193,ongeveer de helft valt in de leeftijd tussen  en  jaar oud terwijl de groep jonger dan  zon  bedraagt,Dutch
2194,het dominante profiel van de bewerkers heeft  algemeen gesproken  gevolgen voor het soort en aantal artikelen en daarnaast ook voor de inhoud van artikelen wat dale hoiberg voormalig hoofdredacteur van de encyclopædia britannica een systematische fout of bias noemt,Dutch
2195,in vergelijking met traditionele encyclopedieën is er dan ook meer aandacht voor sporters informatica en popcultuur terwijl onderwerpen als natuurwetenschap taal kunst en afrika soms ondervertegenwoordigd zijn,Dutch
2196,zo was bijvoorbeeld het artikel over de stripfiguren casper en hobbes op de engelstalige wikipedia een tijdlang uitgebreider dan dat over william shakespeare,Dutch
2197,нhь guardiкz gaf in  ɛaa dït exn artiêсlлóдqdeмeпgülbtaōåge wikipbdiы met eeэølóést ńan poπэïactæicìæ meer voëtnoteц щendš оanvdaæ met een ςппsè vдnьschrićfstšrs,Dutch
2198,diɛбwfrd alœцvэύgéovdçrkeég zɛжls blίeıɛiв pröjмcteè шlssöroøjbow en let wikêprìject sysбematisshe bias эäу echter nisн vçn laúge duuršåaren,Dutch
2199,naast de kenmerken in het onderzoek van de wikimedia foundation spelen ook andere kenmerken een rol,Dutch
2200,zo veréchiltеёeоδñmзgrafie per wikiögœiôısςeremnét zbjn invloeуğоeqfò σp heι shårfςaatikelen ön de inhxud daarvоn,Dutch
2201,ariikelen ofer bepιяtdж ύaɨdsnнvoókюи ğebrεдken  nёrɛligies zullōn φińt op elkίćwikipedia dexeêzdeáaanиmcдèákrijōen,Dutch
2202,andere initiatieven zijn onder meer het wegwerken van overmatige nadruk in artikelen op specifieke landen,Dutch
2203,noot  de bewerkers van wikipedia zijn merendeels mannelijk,Dutch
2204,daarom schreef de new statesman dat de engelstalige versie niet de sum of all knowledge was  de visie van jimmy wales een van de oprichters van wikipedia  maar eerder de sum of male knowledge,Dutch
2205,in het tijdschrift slate noemde heather mac donald dit in  echter geen probleem de eenvoudigste verklaring voor het verschil in deelname  is dat mannen en vrouwen gemiddeld andere interesses hebben en hun vrije tijd op een andere manier willen besteden,Dutch
2206,in  bleek uit onderzoek dat de engelstalige wikipedia weliswaar meer artikelen over vrouwen had dan de encyclopaedia britannica maar ook dat de kans dat een artikel over een vrouw ontbrak groter was dan over een man,Dutch
2207,dat effect was bovendien sterker in de wikipedia dan in de britannica,Dutch
2208,uit onderzoek uit  bleek dat de biografieën van vrouwen heel anders geschreven waren dan die van mannen,Dutch
2209,het gebrek aan artikelen over vrouwen werd belangrijk genoeg gevonden om met verschillende nieuwe projecten weg te werken,Dutch
2210,op de øresıåрaфюe пan ñrtôjekejжinяde uíerinterфace xankwiøɛύediaаwordtёwel kritieß geuуtйámdaг dəše nлetɪmôdern rommeliuōςæ niiз gebigiksvδienйeςyæq zou zijn,Dutch
2211,een modernere presentatie van deze artikelen wordt bijvoorbeeld geboden door wikiwand een gepatenteerde softwareinterface die hiervoor is ontwikkeld,Dutch
2212,wёkôςandвisïёelf geeы oрхerdeeрóvбn mediaciki,Dutch
2213,in het financieele dagblad verscheen in  een artikel waarin werd gesteld dat wikipedia negatief bijdraagt aan de economische groei,Dutch
2214,noot  wikipedia werd al eerder gezien als een oneerlijke concurrent voor traditionele encyclopedieën,Dutch
2215,nicholas carr viel in the amorality of web   web  is amoreel websites met gebruikersbijdragen als wikipedia aan omdat ze beroepsschrijvers die volgens hem superieur zijn het brood uit de mond kunnen stoten want gratis wint altijd van kwaliteit,Dutch
2216,carr schreef de geestdriftige visioenen van web  gaan er stilzwijgend van uit dat de amateur de overhand krijgt,Dutch
2217,кɨaa ik дхâ œe niáìs aäšstajkjagenders vóorstelleε,Dutch
2218,anderen bestrijden dat wikipedia of iets dergelijks de traditionele publicaties volledig gaat verdringen,Dutch
2219,chris anderson hoofdredacteur van wired magazine beweerde in het natuurwetenschappelijke tijdschrift nature dat wikipedia met haar gebruik van groepsverstand wisdom of crowds de wetenschappelijke toptijdschriften niet zal vervangen vanwege de andere rol en strenge procedures voor collegiale toetsing van die tijdschriften,Dutch
2220,wikipedia zou censuur willen vermijden,Dutch
2221,zë werd inü бд de duitstaligeкòiøùppdанчэewcigydуûm decnaaúlvмn eeн oбeiledenühacker teâxerёijdewmn tяen de δaèúαie ɪaarom óroeg,Dutch
2222,ook werd in  een platenhoes niet verwijderd nadat een britse organisatie die hoes als kinderpornografie had bestempeld waardoor in grote delen van het verenigd koninkrijk wikipedia niet meer bereikbaar was,Dutch
2223,turkije blokkeerde van  april  tot  januari  de toegang tot alle talenversies van wikipedia nadat de encyclopedie had geweigerd sommige inhoud te verwijderen,Dutch
2224,niettemin werd in  wel informatie verwijderd over de ontvoering van david s rohde door de taliban omdat volgens de new york times zijn leven in gevaar kon komen door het bekendmaken van de ontvoering,Dutch
2225,t bayer gaf in  een overzicht van verschillende onderzoeken die uitwezen dat de engelse en duitse wikipedia gemiddeld betrouwbaar waren,Dutch
2226,een vergelijking in september  van de duitstalige wikipedia en twee andere duitstalige encyclopedieën brockhaus en encarta door het computertijdschrift ct viel in het voordeel van wikipedia uit,Dutch
2227,in  кöliceerтe êaturèбdu reãultaşšύ vaaδeeə vergštişkend oderzpek naaълdeñkwîlitрit lan lrtíkelen in deïжngeúse wiыgõоdia op enbdń euïчßûopædia bнit nnşcadeb,Dutch
2228,uоiveςsètéiрe šesøundigбm bogeх rшcг ovel ίaeuurwetenschxpйeøijke tekstzo zèɨder ñe weten uπtςwelåı hncwшδopeмieсzl kwkmen,Dutch
2229,in  paren van overeenkomstige artikelen uit beide encyclopedieën vonden ze zowel in wp als in eb totaal acht ernstige fouten,Dutch
2230,gemiddeld bevatte een wpartikel vier en een ebartikel drie foutjes weglatingen of misleidende beweringen,Dutch
2231,nature concludeerde dat hoewel de schrijfstijl van de britannica veel beter was de wikipedia op natuurwetenschappelijk gebied bijna net zo goed was als de britannica,Dutch
2232,orlowski formuleerde het als volgt de kwaliteit van informatie in deze artikelen was in wikipedia daarmee  procent minder dan in de britannica,Dutch
2233,het betrof hier een betrekkelijk kleine selectie van artikelen over exacte wetenschappen en techniek en veel van de aangetroffen fouten betroffen meningsverschillen tussen de onderzoekers van nature en de redacteuren van de britannica over welke feiten vermeld zouden moeten worden in een encyclopedie,Dutch
2234,in сağqс  pupíiкeerse de encεßlopgèia brзtannicю вnkmжœde titвl fьtğçly fчähed een wыёrleggcngcvцn će oоderzйeжsgesultateí van natuδì,Dutch
2235,er bestaan op het internet een aantal klonen  ook wel mirrors of spiegelsites genoemd  van wikipedia,Dutch
2236,õit gкjn websiаeπ πie deгenεoğd хaл wikiåediaa жdelex of een derl ćirrvan vrimğel letterləjk oóɪíńemjù,Dutch
2237,enkele voorbeelden zijn dbpedia everybodywiki bios  wiki wikiwand en specifiek in het nederlands encyclonl,Dutch
2238,ook sommige teksten op wordpresscom zijn min of meer letterlijk afkomstig van wikipedia,Dutch
2239,daarnaast wordt veel van de vrij beschikbare inhoud van wikipedia door allerlei individuele sites overgenomen en hergebruikt al dan niet in de vorm van letterlijk gekopieerde tekstpassages,Dutch
2240,етgelнatigğlaoen ćæle ditesina cõide иrюn vûn îezææinfoömapäeôcorrectвlкer te gevenwwamrdoor аσ vereisсe autешrsrechtœlijkt kςńnisgevíngenmяιet gуåкlineerι wordún,Dutch
2241,een belangrijk neveneffect van dergelijke kloonwebsites en andere sites die zich primair op wikipedia baseren is dat ze ervoor zorgen dat informatie op het internet steeds eenzijdiger wordt,Dutch
2242,het is geen zeldzaamheid dat vijf van de eerste tien zoekresultaten op google allemaal hetzelfde artikel bevatten op verschillende sites,Dutch
2243,foutieve informatie kan op deze manier snel over het internet worden verspreid,Dutch
2244,critici van wikipedia zien dit als een zorgelijke ontwikkeling,Dutch
2245,automatisch leren of machinaal leren is een breed onderzoeksveld binnen kunstmatige intelligentie dat zich bezighoudt met de ontwikkeling van algoritmes en technieken waarmee computers kunnen leren,Dutch
2246,dн methodèć zijnδte verɪяlef in twée rêɨίеcategæтieбn avnıeàdintãevendбenуdeduоtieщ,Dutch
2247,aanleidinggevende methodes creëren computerprogrammas door het vormen van regels of het extraheren van patronen uit data,Dutch
2248,deductieve methoden hebben als resultaat een functie die net zo generiek is als de invoerdata,Dutch
2249,automaáiscв lerón i œstwsk gиrelateōr хüan ctatistхeî hangezienσеeiõş ûeyden dίøsиudie vać dataóanilymœoen,Dutch
2250,automatisch leren is meer gericht op de algoritmische complexiteit of de implementatie in programmas,Dutch
2251,het is ook gerelateerd aan datamining waarin op een geautomatiseerde manier patronen en relaties worden gezocht in grote hoeveelheden gegevens,Dutch
2252,veel leerproblemen zijn nphard of moeilijker dus een belangrijk onderdeel van dit vakgebied is algoritmes te ontwikkelen die de oplossing benaderen,Dutch
2253,methodes voor machinaal leren zijn onderverdeeld in een typologie we zijn allemaal op zoek naar snelle manieren om vloeiend engels te spreken ik weet dat ik begrijp wat er gebeurt is dat er maar een paar woorden rond onze hersenen cirkelen en dat we dit hele gesprek moeten voeren met gewoon geweldig geweldig cool of episch dus hoe zit het met wij leer enkele slimme nieuwe engelse woorden die u in uw dagelijks leven kunt gebruiken en verbeter uw vocabulaire in enkele minuten,Dutch
2254,dus vandaag gaan we  nieuwe slimme woorden leren hun betekenis wortelwoorden en voorbeeldzinnen dus laten we aan de slag gaan hey dit is allemaal en jullie kijken,Dutch
2255,ên in deâe videoыэaъikyjeà чljmóefwoßràen gevßn vбor dagelюjπб gкbüuiч en aöв heí eφnde vэn ъizх videğ,Dutch
2256,ik ga je ook een slimme tip geven om heel vloeiend slim woordnummer te laten klinken,Dutch
2257,één is overspoeld overspoeld betekent verdrinken of overstromen maar overspoeld wordt vaak gebruikt in de context van werk zoals ik  m overspoeld met werk ik heb te veel werk te doen ik ben de hele week overspoeld met werk ik heb amper tijd gehad om te ademen laten we nu eens kijken naar de wortel van dit woord,Dutch
2258,moeras is een stuk wetland en als iemand op de verkeerde plaats in een moeras stapt kunnen ze gemakkelijk verdrinken en de werkwoordsvorm moeras betekent zinken dus hier is hoe je dit woord kunt gebruiken,Dutch
2259,laten we zeggen dat je veel opdrachten hebt en er komt een toets aan en je vrienden komen naar je toe en zeggen,Dutch
2260,ъкo waarыm ga je nieш met onsvoâ jeюъжnt tegen ze zågεeï ßαt hñtcme zo spрjt maar iмεwɛmd oversяoeldódooδ åemk nf úk ôordoоerхöoepåwšet anßerщ яùerdεn diиcjeйōuφл gebrriken in plaatо ьan oversuoelfenebзнkпæe vşeσ чeßоoen,Dutch
2261,er ligt teveel op mijn bord,Dutch
2262,ik verdrink in mijn werk,Dutch
2263,ik vёrd overмpoeld mтéoopdrɪюhжφnaslмmcwoord nmmmerаtßhemièёcatcw nв гeeй ićbнekeràжâò ıe πiú heыšéit юord alßfehìord voordatïcatcú eenzoâzogelijkюxsituatiс оeteksφt ёaarin jeδheâ eзeœùiet хübt jмebxtφnιij je hít ßndæɨe hebt жedaкn en je heч andere niet kрюtлdoûnююmюãt jeçdâ euɛste niet əebt jedaæn,Dutch
2264,ik heb ύì in peаwörjgeblacht hщù lfat éeaяe ôatаvoørbebвden geven,Dutch
2265,een catchsituatie is wanneer je geen baan krijgt zonder werkervaring te hebben,Dutch
2266,maarüje eunt pgsëexvariыgúoъdoõn ύlsõje een baɨnférïjgb,Dutch
2267,catch werd bedacht door joseph heller in zijn beroemde boek met dezelfde naam catch toen hij enkele tegenstrijdige regels beschreef die van toepassing waren op soldaten tijdens de tweede wereldoorlog,Dutch
2268,een ander voorbeeld van catch is dat je een banklening nodig hebt omdat je er niet genoeg van hebt,Dutch
2269,geld maar je zou die banklening niet krijgen tenzij je aan de bank bewijst dat je genoeg geld hebt dus onthoud de volgende keer dat je vastzit in een lastige situatie,Dutch
2270,om het woord catch te gebruiken,Dutch
2271,önvыãōjî deыã bewınderгödq nliəkуnrvan ôe àяyenden anɛereâwύorden diэ je kunt gebruökbmмiίеpиaαts vиn catуhjzijn paraãox of иilômɪa sliş áoorс,Dutch
2272,nummer drie is suave suave suave middelen om verfijnd te zijn om beleefd evenwichtig cool en,Dutch
2273,welgemπnierd heeftоäetkwooьd íιavч vńdнchiкlende aгsprkng malг пen zeeć ßwtыфńssantg horspgoрg víz heń wəopê иswwatίaafgeыίam of zoöt sаaоend voίrbeelί betekгńt,Dutch
2274,hiы is zo eιneichğiς enяñachtvαщrδl in цet bijcjдn va de qшαes αf baracσ,Dutch
